         ps       /delay_tb/rst       /delay_tb/din_i                  
          delta     /delay_tb/ena         /delay_tb/din_iMinus         
                      /delay_tb/clk                                    
                               /delay_tb/din                           
 7895000000  +3               0 1 1 00001001 00001001 00001001 
 7900000000  +1               0 1 0 00001010 00001001 00001001 
 7900000000  +2               0 1 0 00001010 00001010 00001001 
 7905000000  +1               0 1 1 00001010 00001010 00001001 
 7905000000  +3               0 1 1 00001010 00001010 00001010 
 7910000000  +1               0 1 0 00001011 00001010 00001010 
 7910000000  +2               0 1 0 00001011 00001011 00001010 
 7915000000  +1               0 1 1 00001011 00001011 00001010 
 7915000000  +3               0 1 1 00001011 00001011 00001011 
 7920000000  +1               0 1 0 00000000 00001011 00001011 
 7920000000  +2               0 1 0 00000000 00000000 00001011 
 7925000000  +1               0 1 1 00000000 00000000 00001011 
 7925000000  +3               0 1 1 00000000 00000000 00000000 
 7930000000  +1               0 1 0 00000001 00000000 00000000 
 7930000000  +2               0 1 0 00000001 00000001 00000000 
 7935000000  +1               0 1 1 00000001 00000001 00000000 
 7935000000  +3               0 1 1 00000001 00000001 00000001 
 7940000000  +1               0 1 0 00000010 00000001 00000001 
 7940000000  +2               0 1 0 00000010 00000010 00000001 
 7945000000  +1               0 1 1 00000010 00000010 00000001 
 7945000000  +3               0 1 1 00000010 00000010 00000010 
 7950000000  +1               0 1 0 00000011 00000010 00000010 
 7950000000  +2               0 1 0 00000011 00000011 00000010 
 7955000000  +1               0 1 1 00000011 00000011 00000010 
 7955000000  +3               0 1 1 00000011 00000011 00000011 
 7960000000  +1               0 1 0 00000100 00000011 00000011 
 7960000000  +2               0 1 0 00000100 00000100 00000011 
 7965000000  +1               0 1 1 00000100 00000100 00000011 
 7965000000  +3               0 1 1 00000100 00000100 00000100 
 7970000000  +1               0 1 0 00000101 00000100 00000100 
 7970000000  +2               0 1 0 00000101 00000101 00000100 
 7975000000  +1               0 1 1 00000101 00000101 00000100 
 7975000000  +3               0 1 1 00000101 00000101 00000101 
 7980000000  +1               0 1 0 00000110 00000101 00000101 
 7980000000  +2               0 1 0 00000110 00000110 00000101 
 7985000000  +1               0 1 1 00000110 00000110 00000101 
 7985000000  +3               0 1 1 00000110 00000110 00000110 
 7990000000  +1               0 1 0 00000111 00000110 00000110 
 7990000000  +2               0 1 0 00000111 00000111 00000110 
 7995000000  +1               0 1 1 00000111 00000111 00000110 
 7995000000  +3               0 1 1 00000111 00000111 00000111 
 8000000000  +1               0 1 0 00001000 00000111 00000111 
 8000000000  +2               0 1 0 00001000 00001000 00000111 
 8005000000  +1               0 1 1 00001000 00001000 00000111 
 8005000000  +3               0 1 1 00001000 00001000 00001000 
 8010000000  +1               0 1 0 00001001 00001000 00001000 
 8010000000  +2               0 1 0 00001001 00001001 00001000 
 8015000000  +1               0 1 1 00001001 00001001 00001000 
 8015000000  +3               0 1 1 00001001 00001001 00001001 
 8020000000  +1               0 1 0 00001010 00001001 00001001 
 8020000000  +2               0 1 0 00001010 00001010 00001001 
 8025000000  +1               0 1 1 00001010 00001010 00001001 
 8025000000  +3               0 1 1 00001010 00001010 00001010 
 8030000000  +1               0 1 0 00001011 00001010 00001010 
 8030000000  +2               0 1 0 00001011 00001011 00001010 
 8035000000  +1               0 1 1 00001011 00001011 00001010 
 8035000000  +3               0 1 1 00001011 00001011 00001011 
 8040000000  +1               0 1 0 00000000 00001011 00001011 
 8040000000  +2               0 1 0 00000000 00000000 00001011 
 8045000000  +1               0 1 1 00000000 00000000 00001011 
 8045000000  +3               0 1 1 00000000 00000000 00000000 
 8050000000  +1               0 1 0 00000001 00000000 00000000 
 8050000000  +2               0 1 0 00000001 00000001 00000000 
 8055000000  +1               0 1 1 00000001 00000001 00000000 
 8055000000  +3               0 1 1 00000001 00000001 00000001 
 8060000000  +1               0 1 0 00000010 00000001 00000001 
 8060000000  +2               0 1 0 00000010 00000010 00000001 
 8065000000  +1               0 1 1 00000010 00000010 00000001 
 8065000000  +3               0 1 1 00000010 00000010 00000010 
 8070000000  +1               0 1 0 00000011 00000010 00000010 
 8070000000  +2               0 1 0 00000011 00000011 00000010 
 8075000000  +1               0 1 1 00000011 00000011 00000010 
 8075000000  +3               0 1 1 00000011 00000011 00000011 
 8080000000  +1               0 1 0 00000100 00000011 00000011 
 8080000000  +2               0 1 0 00000100 00000100 00000011 
 8085000000  +1               0 1 1 00000100 00000100 00000011 
 8085000000  +3               0 1 1 00000100 00000100 00000100 
 8090000000  +1               0 1 0 00000101 00000100 00000100 
 8090000000  +2               0 1 0 00000101 00000101 00000100 
 8095000000  +1               0 1 1 00000101 00000101 00000100 
 8095000000  +3               0 1 1 00000101 00000101 00000101 
 8100000000  +1               0 1 0 00000110 00000101 00000101 
 8100000000  +2               0 1 0 00000110 00000110 00000101 
 8105000000  +1               0 1 1 00000110 00000110 00000101 
 8105000000  +3               0 1 1 00000110 00000110 00000110 
 8110000000  +1               0 1 0 00000111 00000110 00000110 
 8110000000  +2               0 1 0 00000111 00000111 00000110 
 8115000000  +1               0 1 1 00000111 00000111 00000110 
 8115000000  +3               0 1 1 00000111 00000111 00000111 
 8120000000  +1               0 1 0 00001000 00000111 00000111 
 8120000000  +2               0 1 0 00001000 00001000 00000111 
 8125000000  +1               0 1 1 00001000 00001000 00000111 
 8125000000  +3               0 1 1 00001000 00001000 00001000 
 8130000000  +1               0 1 0 00001001 00001000 00001000 
 8130000000  +2               0 1 0 00001001 00001001 00001000 
 8135000000  +1               0 1 1 00001001 00001001 00001000 
 8135000000  +3               0 1 1 00001001 00001001 00001001 
 8140000000  +1               0 1 0 00001010 00001001 00001001 
 8140000000  +2               0 1 0 00001010 00001010 00001001 
 8145000000  +1               0 1 1 00001010 00001010 00001001 
 8145000000  +3               0 1 1 00001010 00001010 00001010 
 8150000000  +1               0 1 0 00001011 00001010 00001010 
 8150000000  +2               0 1 0 00001011 00001011 00001010 
 8155000000  +1               0 1 1 00001011 00001011 00001010 
 8155000000  +3               0 1 1 00001011 00001011 00001011 
 8160000000  +1               0 1 0 00000000 00001011 00001011 
 8160000000  +2               0 1 0 00000000 00000000 00001011 
 8165000000  +1               0 1 1 00000000 00000000 00001011 
 8165000000  +3               0 1 1 00000000 00000000 00000000 
 8170000000  +1               0 1 0 00000001 00000000 00000000 
 8170000000  +2               0 1 0 00000001 00000001 00000000 
 8175000000  +1               0 1 1 00000001 00000001 00000000 
 8175000000  +3               0 1 1 00000001 00000001 00000001 
 8180000000  +1               0 1 0 00000010 00000001 00000001 
 8180000000  +2               0 1 0 00000010 00000010 00000001 
 8185000000  +1               0 1 1 00000010 00000010 00000001 
 8185000000  +3               0 1 1 00000010 00000010 00000010 
 8190000000  +1               0 1 0 00000011 00000010 00000010 
 8190000000  +2               0 1 0 00000011 00000011 00000010 
 8195000000  +1               0 1 1 00000011 00000011 00000010 
 8195000000  +3               0 1 1 00000011 00000011 00000011 
 8200000000  +1               0 1 0 00000100 00000011 00000011 
 8200000000  +2               0 1 0 00000100 00000100 00000011 
 8205000000  +1               0 1 1 00000100 00000100 00000011 
 8205000000  +3               0 1 1 00000100 00000100 00000100 
 8210000000  +1               0 1 0 00000101 00000100 00000100 
 8210000000  +2               0 1 0 00000101 00000101 00000100 
 8215000000  +1               0 1 1 00000101 00000101 00000100 
 8215000000  +3               0 1 1 00000101 00000101 00000101 
 8220000000  +1               0 1 0 00000110 00000101 00000101 
 8220000000  +2               0 1 0 00000110 00000110 00000101 
 8225000000  +1               0 1 1 00000110 00000110 00000101 
 8225000000  +3               0 1 1 00000110 00000110 00000110 
 8230000000  +1               0 1 0 00000111 00000110 00000110 
 8230000000  +2               0 1 0 00000111 00000111 00000110 
 8235000000  +1               0 1 1 00000111 00000111 00000110 
 8235000000  +3               0 1 1 00000111 00000111 00000111 
 8240000000  +1               0 1 0 00001000 00000111 00000111 
 8240000000  +2               0 1 0 00001000 00001000 00000111 
 8245000000  +1               0 1 1 00001000 00001000 00000111 
 8245000000  +3               0 1 1 00001000 00001000 00001000 
 8250000000  +1               0 1 0 00001001 00001000 00001000 
 8250000000  +2               0 1 0 00001001 00001001 00001000 
 8255000000  +1               0 1 1 00001001 00001001 00001000 
 8255000000  +3               0 1 1 00001001 00001001 00001001 
 8260000000  +1               0 1 0 00001010 00001001 00001001 
 8260000000  +2               0 1 0 00001010 00001010 00001001 
 8265000000  +1               0 1 1 00001010 00001010 00001001 
 8265000000  +3               0 1 1 00001010 00001010 00001010 
 8270000000  +1               0 1 0 00001011 00001010 00001010 
 8270000000  +2               0 1 0 00001011 00001011 00001010 
 8275000000  +1               0 1 1 00001011 00001011 00001010 
 8275000000  +3               0 1 1 00001011 00001011 00001011 
 8280000000  +1               0 1 0 00000000 00001011 00001011 
 8280000000  +2               0 1 0 00000000 00000000 00001011 
 8285000000  +1               0 1 1 00000000 00000000 00001011 
 8285000000  +3               0 1 1 00000000 00000000 00000000 
 8290000000  +1               0 1 0 00000001 00000000 00000000 
 8290000000  +2               0 1 0 00000001 00000001 00000000 
 8295000000  +1               0 1 1 00000001 00000001 00000000 
 8295000000  +3               0 1 1 00000001 00000001 00000001 
 8300000000  +1               0 1 0 00000010 00000001 00000001 
 8300000000  +2               0 1 0 00000010 00000010 00000001 
 8305000000  +1               0 1 1 00000010 00000010 00000001 
 8305000000  +3               0 1 1 00000010 00000010 00000010 
 8310000000  +1               0 1 0 00000011 00000010 00000010 
 8310000000  +2               0 1 0 00000011 00000011 00000010 
 8315000000  +1               0 1 1 00000011 00000011 00000010 
 8315000000  +3               0 1 1 00000011 00000011 00000011 
 8320000000  +1               0 1 0 00000100 00000011 00000011 
 8320000000  +2               0 1 0 00000100 00000100 00000011 
 8325000000  +1               0 1 1 00000100 00000100 00000011 
 8325000000  +3               0 1 1 00000100 00000100 00000100 
 8330000000  +1               0 1 0 00000101 00000100 00000100 
 8330000000  +2               0 1 0 00000101 00000101 00000100 
 8335000000  +1               0 1 1 00000101 00000101 00000100 
 8335000000  +3               0 1 1 00000101 00000101 00000101 
 8340000000  +1               0 1 0 00000110 00000101 00000101 
 8340000000  +2               0 1 0 00000110 00000110 00000101 
 8345000000  +1               0 1 1 00000110 00000110 00000101 
 8345000000  +3               0 1 1 00000110 00000110 00000110 
 8350000000  +1               0 1 0 00000111 00000110 00000110 
 8350000000  +2               0 1 0 00000111 00000111 00000110 
 8355000000  +1               0 1 1 00000111 00000111 00000110 
 8355000000  +3               0 1 1 00000111 00000111 00000111 
 8360000000  +1               0 1 0 00001000 00000111 00000111 
 8360000000  +2               0 1 0 00001000 00001000 00000111 
 8365000000  +1               0 1 1 00001000 00001000 00000111 
 8365000000  +3               0 1 1 00001000 00001000 00001000 
 8370000000  +1               0 1 0 00001001 00001000 00001000 
 8370000000  +2               0 1 0 00001001 00001001 00001000 
 8375000000  +1               0 1 1 00001001 00001001 00001000 
 8375000000  +3               0 1 1 00001001 00001001 00001001 
 8380000000  +1               0 1 0 00001010 00001001 00001001 
 8380000000  +2               0 1 0 00001010 00001010 00001001 
 8385000000  +1               0 1 1 00001010 00001010 00001001 
 8385000000  +3               0 1 1 00001010 00001010 00001010 
 8390000000  +1               0 1 0 00001011 00001010 00001010 
 8390000000  +2               0 1 0 00001011 00001011 00001010 
 8395000000  +1               0 1 1 00001011 00001011 00001010 
 8395000000  +3               0 1 1 00001011 00001011 00001011 
 8400000000  +1               0 1 0 00000000 00001011 00001011 
 8400000000  +2               0 1 0 00000000 00000000 00001011 
 8405000000  +1               0 1 1 00000000 00000000 00001011 
 8405000000  +3               0 1 1 00000000 00000000 00000000 
 8410000000  +1               0 1 0 00000001 00000000 00000000 
 8410000000  +2               0 1 0 00000001 00000001 00000000 
